idx,sample_id,side,capture_fraction,cam_to_door_centre_m,gap_pixels,gap_luma_mean,gap_luma_p90,leaf_region_pixels,leaf_region_luma_mean,in_roi_list,vis6_gap_px,vis6_gap_n,vis6_gap_delta_p50,vis6_gap_beyond,vis6_gap_on,vis6_gap_near,vis6_quad_px,vis6_quad_n,vis6_quad_delta_p50,vis6_quad_beyond,vis6_quad_on,vis6_quad_near,vis6f_gap_px,vis6f_gap_n,vis6f_gap_delta_p50,vis6f_gap_beyond,vis6f_gap_on,vis6f_gap_near,vis6f_quad_px,vis6f_quad_n,vis6f_quad_delta_p50,vis6f_quad_beyond,vis6f_quad_on,vis6f_quad_near,lidar_los,vis6_leafpoly_vs_leafplane_px,vis6_leafpoly_vs_leafplane_n,vis6_leafpoly_vs_leafplane_delta_p50,vis6_leafpoly_vs_leafplane_beyond,vis6_leafpoly_vs_leafplane_on,vis6_leafpoly_vs_leafplane_near,vis6f_leafpoly_vs_leafplane_px,vis6f_leafpoly_vs_leafplane_n,vis6f_leafpoly_vs_leafplane_delta_p50,vis6f_leafpoly_vs_leafplane_beyond,vis6f_leafpoly_vs_leafplane_on,vis6f_leafpoly_vs_leafplane_near
0,img_313927f8276bed83888b9791::yaw_minus_35,carport,0.0,7.52,5918,67.4,78.1,0,nan,False,5918,4072,0.4936770305002902,3603,0,0,9928,6789,0.46851634413467913,4783,1143,51,5918,3802,0.48523400345688117,3333,0,0,9928,6104,0.4489896200060657,4098,1143,51,clear,,,,,,,,,,,,
1,img_1f7cf648acdfeca84393921f::yaw_minus_35,carport,0.0023,7.52,5798,67.2,78.1,0,nan,False,5798,3988,0.49290661577703565,3566,0,0,9797,6699,0.46929099243677364,4763,1057,54,5798,3746,0.4862568474402127,3324,0,0,9797,6040,0.4503610366869024,4104,1057,54,clear,,,,,,,,,,,,
2,img_8448119d6dd039f747f28fad::yaw_minus_35,carport,0.0045,7.52,5798,67.4,78.1,0,nan,False,5798,3989,0.4942293135687521,3582,0,0,9797,6702,0.4695500425272279,4775,1064,55,5798,3739,0.4873131620731268,3332,0,0,9797,6039,0.4510465027924395,4112,1064,55,clear,,,,,,,,,,,,
3,img_44688fc19520c97f04987182::yaw_minus_35,carport,0.0068,7.52,5798,67.3,78.8,0,nan,False,5798,3990,0.4938499374507517,3573,0,0,9797,6702,0.4696926049172192,4784,1053,57,5798,3740,0.48727919229720484,3323,0,0,9797,6032,0.4510136100266955,4114,1053,57,clear,,,,,,,,,,,,
4,img_4a2e56357884866047e5d674::yaw_minus_35,carport,0.009,7.52,5798,67.2,78.1,0,nan,False,5798,3989,0.4939097262953114,3574,0,0,9797,6698,0.4694029852978492,4764,1063,52,5798,3750,0.48719461170532874,3335,0,0,9797,6050,0.4513622827237329,4116,1063,52,clear,,,,,,,,,,,,
5,img_5f8884d4e0886ce2c7c3329d::yaw_minus_35,carport,0.0113,7.52,5798,67.2,78.2,0,nan,False,5798,3990,0.4935493206871122,3574,0,0,9797,6698,0.4694519437917877,4767,1057,50,5798,3743,0.4868285434601196,3327,0,0,9797,6039,0.45105262490429077,4108,1057,50,clear,,,,,,,,,,,,
6,img_246e9ec9e0ed774cd0cbefb4::yaw_minus_35,carport,0.0136,7.52,5798,67.2,78.2,0,nan,False,5798,3990,0.4928880382124756,3570,0,0,9797,6701,0.4688727391737739,4763,1058,54,5798,3744,0.4860799434682441,3324,0,0,9797,6039,0.4499813687852203,4101,1058,54,clear,,,,,,,,,,,,
7,img_0808a922b5bfb00ee7a01908::yaw_minus_35,carport,0.0158,7.52,5798,67.2,78.1,0,nan,False,5798,3990,0.49387766910736897,3570,0,0,9797,6702,0.46964928047223475,4772,1056,56,5798,3745,0.4872055687545105,3325,0,0,9797,6039,0.45103240573672565,4109,1056,56,clear,,,,,,,,,,,,
8,img_50b466a226a3e1103ba42d6f::yaw_minus_35,carport,0.0181,7.52,5798,67.3,78.1,0,nan,False,5798,3990,0.4930566321715357,3569,0,0,9797,6703,0.4691349460825949,4770,1054,55,5798,3740,0.48589044913150925,3319,0,0,9797,6035,0.4501428253437858,4102,1054,55,clear,,,,,,,,,,,,
9,img_5f5029f3630b2fb09e6d6efa::yaw_minus_35,carport,0.0204,7.52,5798,67.3,77.9,0,nan,False,5798,3989,0.4931159295554597,3570,0,0,9797,6702,0.46911395183029336,4773,1053,55,5798,3740,0.48606639861346723,3321,0,0,9797,6036,0.4503557793775985,4107,1053,55,clear,,,,,,,,,,,,
10,img_5563e8df2be4dc830dc08c92::yaw_minus_35,carport,0.0226,7.52,5798,67.2,78.2,0,nan,False,5798,3989,0.4939313338138325,3578,0,0,9797,6698,0.46903874287928726,4765,1064,53,5798,3747,0.48729806293255606,3336,0,0,9797,6046,0.45110391735981326,4113,1064,53,clear,,,,,,,,,,,,
11,img_998fac7e5f651da4c2cd8d17::yaw_minus_35,carport,0.0249,7.52,5798,67.3,78.1,0,nan,False,5798,3989,0.4948433892242816,3589,0,0,9797,6701,0.4697298253063158,4780,1060,52,5798,3741,0.48762920643448826,3341,0,0,9797,6045,0.45138110889228855,4124,1060,52,clear,,,,,,,,,,,,
12,img_4bdcc685ea71836c64354033::yaw_minus_35,carport,0.0271,7.52,6068,67.5,77.9,0,nan,False,6068,4179,0.49317376578795,3676,0,0,10079,6903,0.4672127124992871,4837,1217,58,6068,3876,0.48349878902302823,3373,0,0,10079,6185,0.4477015987906565,4119,1217,58,clear,,,,,,,,,,,,
13,img_80940ca2f4c06ff631233746::yaw_minus_35,carport,0.0294,7.52,5798,67.3,77.8,0,nan,False,5798,3989,0.4938277194106675,3583,0,0,9797,6702,0.46955416322802934,4781,1059,57,5798,3731,0.48629454500634584,3325,0,0,9797,6030,0.45059140722215263,4109,1059,57,clear,,,,,,,,,,,,
14,img_7cbdf15076430dd9350f81b8::yaw_minus_35,carport,0.0317,7.52,5918,67.2,77.8,0,nan,False,5918,4071,0.4939184823124654,3620,0,0,9928,6792,0.46854082587426715,4807,1135,55,5918,3790,0.4844166629737372,3339,0,0,9928,6098,0.4490748625681804,4113,1135,55,clear,,,,,,,,,,,,
15,img_4e3d57a9706d9cb78afd5c41::yaw_minus_35,carport,0.0339,7.52,5899,67.3,77.9,0,nan,False,5899,4058,0.4924088535655238,3598,0,0,9915,6782,0.46904815754102946,4813,1118,52,5899,3782,0.4836210003964623,3322,0,0,9915,6083,0.44890605087311375,4114,1118,52,clear,,,,,,,,,,,,
16,img_39a06855544f8de8351e1656::yaw_minus_35,carport,0.0362,7.52,5918,67.2,77.9,0,nan,False,5918,4071,0.49368690576515917,3618,0,0,9928,6793,0.46849939539264085,4805,1136,55,5918,3790,0.4842205677597682,3337,0,0,9928,6097,0.448860896233672,4109,1136,55,clear,,,,,,,,,,,,
17,img_cd4571ad8de26172a08ecd80::yaw_minus_35,carport,0.0385,7.52,5637,67.7,78.8,0,nan,False,5637,3847,0.49038533888246416,3400,0,0,9718,6616,0.46931392433921504,4719,1033,47,5637,3617,0.4844805532950156,3170,0,0,9718,5933,0.45042017729983197,4036,1033,47,clear,,,,,,,,,,,,
18,img_f2e31727fc02a2394640f8b4::yaw_minus_35,carport,0.0407,7.51,5947,59.3,71.9,0,nan,False,5947,3803,0.49283660331292545,3442,0,0,10472,6675,0.4699680649675866,4787,1042,29,5947,3567,0.4860140356153124,3206,0,0,10472,5959,0.4513012937135885,4071,1042,29,clear,,,,,,,,,,,,
19,img_1a415e4ff347474b2fe0e6fd::yaw_minus_35,carport,0.043,7.53,6626,52.6,66.9,0,nan,False,6626,3876,0.4956828549089982,3489,0,0,11688,6818,0.47270094806220575,4859,1145,0,6626,3638,0.48856170695033674,3251,0,0,11688,6140,0.45543614147025435,4181,1145,0,clear,,,,,,,,,,,,
20,img_77ed34b0126642eb21004da8::yaw_minus_35,carport,0.0452,7.63,8081,56.8,68.9,0,nan,False,8081,4226,0.5020810180905748,3768,0,0,13312,6964,0.48197328323864497,5023,1118,0,8081,3937,0.4943519825343152,3479,0,0,13312,6308,0.4642222730553338,4367,1118,0,clear,,,,,,,,,,,,
21,img_a845da47748e8a6ca297bb3a::yaw_minus_35,carport,0.0475,7.87,8162,37.1,53.9,0,nan,False,8162,4136,0.5191375198484836,3565,0,0,12959,6577,0.49566611987949827,4640,1155,0,8162,3849,0.5106656595147232,3278,0,0,12959,6114,0.48203007386202934,4177,1155,0,clear,,,,,,,,,,,,
22,img_57c2604724963389dad6b8fc::yaw_plus_35,carport,0.0475,7.88,9403,35.2,65.5,0,nan,False,9403,4541,0.501309128397418,3946,0,0,14517,6988,0.47682967020906775,4920,1265,0,9403,4197,0.49288353431614684,3602,0,0,14517,6401,0.4622689995428466,4333,1265,0,clear,,,,,,,,,,,,
23,img_864756b6e6d7af01e546481e::yaw_minus_35,carport,0.0498,8.17,7075,63.0,79.9,0,nan,False,7075,3436,0.5552532682355995,2993,0,0,11437,5565,0.524803890407755,3875,1016,0,7075,3197,0.5457359572058831,2754,0,0,11437,5251,0.5029002804271059,3561,1016,0,clear,,,,,,,,,,,,
24,img_b2ca7d398dbb3a51d6b172e1::yaw_plus_35,carport,0.0498,8.18,6253,40.3,70.1,0,nan,False,6253,3425,0.5323175031269507,2993,0,0,10461,5705,0.4957770248352018,3835,1184,0,6253,3200,0.5249217958882255,2768,0,0,10461,5398,0.47748555296251904,3528,1184,0,clear,,,,,,,,,,,,
25,img_3674d4aa9eeeccc919db54a9::yaw_minus_35,carport,0.052,8.47,5850,58.3,73.9,0,nan,False,5850,2858,0.5642277152994373,2511,0,0,10000,4877,0.5175667908456862,3342,936,0,5850,2686,0.5526945379796757,2339,0,0,10000,4646,0.4894221683241211,3111,936,0,clear,,,,,,,,,,,,
26,img_0e90c061ce70226ad4b32bed::yaw_plus_35,carport,0.052,8.49,4976,48.3,70.6,0,nan,False,4976,2759,0.5459312339602178,2459,0,0,8892,4909,0.5033108734283172,3303,996,0,4976,2620,0.5397165170006604,2320,0,0,8892,4698,0.47778362244213834,3092,996,0,clear,,,,,,,,,,,,
27,img_ce4c8b78f0d154af4ad15c0f::yaw_plus_35,carport,0.0543,8.74,4533,45.1,71.8,0,nan,False,4533,2455,0.5431780194261524,2176,0,0,8450,4574,0.4724760689783709,2965,1023,0,4533,2322,0.5331158840733146,2043,0,0,8450,4384,0.44820531656218243,2775,1023,0,clear,,,,,,,,,,,,
28,img_46f7e3520c57796e33d0dd24::yaw_plus_35,carport,0.0566,8.91,3070,37.1,69.0,0,nan,False,3070,1776,0.5485932170557053,1673,0,0,6775,3913,0.46337210079040325,2507,879,0,3070,1688,0.5356062416830287,1585,0,0,6775,3782,0.44348313948137896,2376,879,0,clear,,,,,,,,,,,,
29,img_4482606b56ce83da57f0a986::yaw_plus_35,carport,0.0588,9.09,2692,51.3,74.6,0,nan,False,2692,1548,0.5372100852344506,1447,0,0,6288,3612,0.43454260901998065,2232,884,0,2692,1471,0.5262946395258723,1370,0,0,6288,3508,0.4168361050726128,2128,884,0,clear,,,,,,,,,,,,
30,img_7e1c9e745aed152b1e706429::yaw_minus_35,carport,0.0611,9.17,4352,51.6,62.9,0,nan,False,4352,1989,0.552026991705473,1802,0,0,8584,3953,0.4726205029430979,2566,866,0,4352,1894,0.5402337452422348,1707,0,0,8584,3827,0.4530477358991014,2440,866,0,clear,,,,,,,,,,,,
31,img_4767ec0db6e2111433779ace::yaw_plus_35,carport,0.0611,9.17,4466,55.4,75.9,0,nan,False,4466,2115,0.5538000247980452,1926,0,0,8813,4152,0.4587201221347401,2645,975,0,4466,2020,0.5447217990779212,1831,0,0,8813,4011,0.4389792571859026,2504,975,0,clear,,,,,,,,,,,,
32,img_764fe29b4e1960f79bb29e3d::yaw_minus_35,carport,0.0633,9.21,3855,47.6,58.9,0,nan,False,3855,2021,0.5126394139517938,1822,0,0,8038,4223,0.47431071178045237,2787,867,0,3855,1947,0.5071571580467751,1748,0,0,8038,4094,0.4601573328959754,2658,867,0,clear,,,,,,,,,,,,
33,img_4dc8f84b30561037eb7ae084::yaw_minus_35,carport,0.0656,9.17,4134,31.8,44.6,0,nan,False,4134,2190,0.47373379582490127,2026,0,0,8442,4486,0.4471561503587891,3031,842,0,4134,2128,0.4711645427767346,1964,0,0,8442,4239,0.4363267073185231,2784,842,0,clear,,,,,,,,,,,,
34,img_e42f586216482cf4776c2f4f::yaw_minus_35,carport,0.0679,9.0,5296,28.3,41.3,0,nan,False,5296,2818,0.4326189612580862,2478,0,0,9674,5164,0.4139916504784198,3606,867,0,5296,2694,0.42870288936425993,2354,0,0,9674,4718,0.4038429543826396,3160,867,0,clear,,,,,,,,,,,,
35,img_f4e71c9e7ff3353987c9c41a::yaw_minus_35,carport,0.0701,8.82,6986,28.9,43.2,0,nan,False,6986,3716,0.39837249108031614,3228,0,7,11542,6153,0.3812770442855449,4404,870,91,6986,3281,0.3907297102559131,2827,0,7,11542,5344,0.37198010960540895,3688,831,91,clear,,,,,,,,,,,,
36,img_495d939ae647085d401c5718::yaw_minus_35,carport,0.0724,8.62,8469,30.7,41.7,0,nan,False,8469,4595,0.36122098731071794,3715,0,191,13021,7069,0.343694214289469,4822,934,423,8469,4030,0.35095340814240217,3187,0,191,13021,6135,0.334499630764558,4017,869,423,clear,,,,,,,,,,,,
37,img_c6c64c84f33e7ba57d01e36f::yaw_minus_35,carport,0.0747,8.39,10534,28.9,43.7,0,nan,False,10534,5649,0.3301126736357407,3729,26,459,15238,8159,0.314027210234439,4658,886,853,10534,4693,0.32001757100641903,3028,25,267,15238,6718,0.3086210387019701,3697,794,542,clear,,,,,,,,,,,,
38,img_c77512e4e0ce2d4fa776ea2d::yaw_minus_35,carport,0.0769,8.22,13090,41.5,84.2,0,nan,False,13090,7116,0.28646549350397166,3155,134,1242,17843,9688,0.2798645807336353,4069,864,1752,13090,6054,0.2791021289057536,2302,124,1105,17843,7719,0.27453826976248763,2805,641,1356,clear,,,,,,,,,,,,
39,img_f218d51dae29bd11fe08c9e2::yaw_minus_35,carport,0.0792,8.03,14698,52.4,105.9,0,nan,False,14698,7920,0.2595943101491418,3280,121,1879,19581,10561,0.2522161636095692,4122,651,2714,14698,5848,0.2550394562066045,2063,78,1263,19581,7655,0.2467705845779573,2427,479,1883,clear,,,,,,,,,,,,
40,img_3a1483836f813dc9ad7e4edb::yaw_minus_35,carport,0.0814,7.91,15705,44.7,104.5,0,nan,False,15705,8805,0.23007753640509598,3234,140,2792,20683,11579,0.2237739407935031,4089,602,3795,15705,5981,0.22412060957620206,1594,82,1931,20683,7706,0.21814457783526864,1935,347,2615,clear,,,,,,,,,,,,
41,img_88226fd046cc5356cc68c8ec::yaw_minus_35,carport,0.0837,7.87,18843,66.2,113.2,0,nan,True,18843,10032,0.20170895901968677,3041,188,4016,24111,12840,0.19642979776660185,3860,749,4978,18843,6206,0.17906450462375156,1119,91,2945,24111,7825,0.15178684732892656,1416,388,3521,clear,,,,,,,,,,,,
42,img_9f8e6e6735bab2261cf49998::yaw_minus_35,carport,0.086,7.77,21551,64.7,113.6,0,nan,True,21551,11434,0.19607222459839235,4106,265,4345,26890,14249,0.18713178511655393,4743,864,5414,21551,5863,0.13535310378568433,979,124,2857,26890,7413,0.0994524289369565,1198,367,3499,clear,,,,,,,,,,,,
43,img_552ccaef249d70922a2b9ae7::yaw_minus_35,carport,0.0882,7.75,23456,62.0,108.2,0,nan,True,23456,12526,0.180672867566968,4711,176,5424,28990,15476,0.17160214156286546,5275,549,6904,23456,4551,-2.4645120502919067,746,0,3014,28990,5863,-2.4690178511196432,785,29,3940,occluded,,,,,,,,,,,,
44,img_03470cda035b5adeddb4a5b3::yaw_minus_35,carport,0.0905,7.7,26479,76.4,103.2,0,nan,False,26479,13958,0.1736866625955522,4942,351,5937,32123,16977,0.16327985136298206,5466,926,7364,26479,3580,-4.032224497200126,180,102,2649,32123,4628,-4.088915597313322,194,249,3420,occluded,,,,,,,,,,,,
45,img_68f31368a376525690e48608::yaw_minus_35,carport,0.0928,7.58,25774,48.8,112.0,0,nan,False,25774,14503,0.17826103635476542,6173,281,5248,31434,17720,0.1704623041260689,6878,855,6462,25774,5302,-1.9512022169032281,519,104,3103,31434,6591,-1.9407988083998502,528,299,3720,occluded,,,,,,,,,,,,
46,img_92dd1fda516c07508a76a56c::yaw_minus_35,carport,0.095,7.49,26850,68.2,127.1,0,nan,False,26850,15454,0.16942648454810127,6527,512,5674,32563,18703,0.16218362242998907,7182,1315,6737,26850,5525,-1.8379201719195937,786,89,3195,32563,6728,-1.8326146947621575,795,290,3767,occluded,,,,,,,,,,,,
47,img_8c80111aab308428694788f4::yaw_minus_35,carport,0.0973,7.32,29637,71.9,121.9,0,nan,True,29637,17120,0.16488125176714785,7513,857,6425,35700,20651,0.15790534859471883,8337,1654,7706,29637,5208,-2.4264137053924397,396,184,3489,35700,6602,-2.442827446823052,414,337,4285,occluded,,,,,,,,,,,,
48,img_df46b1666c566e3ae900c93b::yaw_minus_35,carport,0.0995,7.16,31240,55.8,114.0,0,nan,True,31240,18011,0.15268727134049165,7445,1252,7562,37665,21742,0.14707615779471617,8320,2434,8758,31240,5224,-3.4133702865113067,121,161,3940,37665,6467,-3.329378660062649,132,491,4466,occluded,,,,,,,,,,,,
49,img_72d329aaeffd9ca5bb751d0f::yaw_minus_35,carport,0.1018,7.05,35847,75.9,128.0,0,nan,True,35847,19999,0.15438913590663628,8979,1812,7668,42925,23939,0.14779906506956486,9830,3189,9019,35847,4539,-3.2753753419807365,62,321,3229,42925,5880,-3.2665036506065332,68,628,3989,occluded,,,,,,,,,,,,
50,img_298eb4ad7a7fb190d39583ea::yaw_minus_35,carport,0.1041,6.87,40187,57.6,118.2,0,nan,False,40187,22550,0.620331189178275,11361,2585,7418,47624,26719,0.15308167150803254,12399,4180,8708,40187,4088,-3.180108219233327,50,578,2812,47624,5266,-3.119969208934909,58,1072,3343,occluded,,,,,,,,,,,,
51,img_bca1f40e65c0073ea5c3b207::yaw_minus_35,carport,0.1063,6.78,39686,59.8,125.2,0,nan,False,39686,23142,0.8639226691977591,12436,3138,6853,47018,27455,0.24196668534534016,13583,4863,8103,39686,4234,-2.5924185617954234,73,1012,2789,47018,5445,-2.122434941978045,100,1637,3253,occluded,,,,,,,,,,,,
52,img_65f505414e53514b40c87f66::yaw_minus_35,carport,0.1086,6.73,43872,62.9,130.2,0,nan,False,43872,24421,0.97308212078023,13761,3440,6687,51572,28654,0.7795091343397682,14904,5125,7933,43872,4655,-2.4253473415970506,259,1237,2955,51572,5895,-1.9877139970079245,262,1811,3534,occluded,,,,,,,,,,,,
53,img_20db9aea57590d693ed1f417::yaw_minus_35,carport,0.1109,6.57,44958,66.2,134.5,0,nan,False,44958,25272,1.0116793925420668,14556,3474,6819,53044,29818,0.8232473670543667,15870,5254,8102,44958,4464,-2.6834664497546084,174,1141,3024,53044,5724,-2.5884345349587603,181,1677,3660,occluded,,,,,,,,,,,,
54,img_7e5fa33d0d13a5a9e8727f84::yaw_minus_35,carport,0.1131,6.37,47593,79.7,140.7,0,nan,False,47593,26572,1.030749214895772,15753,3482,6977,56006,31268,0.9258561406233179,17179,5346,8224,47593,4545,-2.806250350683876,16,1091,3348,56006,5750,-2.7567717982046513,23,1623,3948,occluded,,,,,,,,,,,,
55,img_2cb25c84f93cba5efbbe84c5::yaw_minus_35,carport,0.1154,6.14,50478,78.3,137.3,0,nan,False,50478,28617,1.0456680813701462,17301,3700,7259,59328,33588,0.9870983531953348,18882,5741,8417,50478,5084,-2.9586841422446555,2,1127,3897,59328,6199,-2.8540046842210174,5,1650,4420,occluded,,,,,,,,,,,,
56,img_5bf2570751fa5012e024eb20::yaw_minus_35,carport,0.1176,5.93,53705,102.2,144.9,0,nan,False,53705,30121,1.0996490768332148,19183,3842,6764,62986,35282,1.011099228143367,20858,5924,8006,53705,4766,-2.962581880677357,0,1088,3646,62986,5927,-2.8508774106785566,6,1592,4252,occluded,,,,,,,,,,,,
57,img_59524914ac06cf1a2d6e317a::yaw_minus_35,carport,0.1199,5.72,56097,102.3,132.1,0,nan,False,56097,30362,1.1541604676305384,20082,3822,6281,65768,35465,1.037835383016084,21737,6050,7342,56097,4948,-2.6225359880210366,280,1080,3572,65768,6010,-2.4839490063404774,283,1608,4065,occluded,,,,,,,,,,,,
58,img_cc49a20a9f67e4bfb75ac5cd::yaw_minus_35,carport,0.1222,5.58,66504,86.1,101.1,0,nan,False,66504,31331,1.6367210786501367,22087,4117,5088,77600,36155,1.2111697357952487,23398,6284,6224,66504,4341,-1.455079830567886,718,1204,2412,77600,5448,-1.4606607897427848,718,1662,3033,occluded,,,,,,,,,,,,
59,img_43880861e0630f5d7ac7cc0d::yaw_minus_35,carport,0.1244,5.41,74322,72.7,85.7,0,nan,False,74322,32352,1.7921823450803078,22647,4289,5400,86250,37306,1.3278134076853898,24303,6608,6146,74322,4208,-1.4495984479750001,128,1303,2774,86250,5183,-1.4365045045013058,128,1909,3108,occluded,,,,,,,,,,,,
60,img_6ed6c4d41155b1fef7584c54::yaw_minus_35,carport,0.1267,5.24,87575,71.2,91.2,217,74.0,False,87575,32213,1.764228170050366,22080,4367,5760,101343,37105,1.3153520557959046,23710,6714,6378,87575,4306,-1.4277784884772116,95,1322,2885,101343,5369,-1.4037407709783487,95,2054,3138,occluded,217,69,0.031201604849298015,29,35,5,217,17,0.02047801238113145,0,12,5
61,img_2583dd744e4c06e135d8853a::yaw_minus_35,carport,0.1448,5.53,67102,26.4,33.9,6840,63.6,False,67102,26378,3.1413918849921783,22386,3604,195,90288,34848,2.8072658124861873,25517,7142,1124,67102,13282,2.7665217216929623,9504,3454,191,90288,18783,0.9190708385956068,10797,6267,1075,clear,6840,2503,-0.10939364678011465,47,1283,873,6840,1735,-0.20938106772472675,3,749,758
62,img_a4bc513964ab0170b07c28bc::yaw_minus_35,carport,0.1471,5.54,60097,29.0,38.8,12154,54.5,True,60097,23444,3.0841368028217033,19956,3299,0,88819,34044,2.7629661466241977,25022,7515,69,60097,12278,2.7630320497862146,8903,3213,0,88819,20677,0.6883258484795967,12038,7239,69,clear,12154,4409,-0.036774054741750994,170,2956,850,12154,4251,-0.03930788140843333,12,2956,850
63,img_e1287e860ec48f842b16e821::yaw_minus_35,carport,0.1561,6.09,28694,15.0,20.2,23524,40.4,True,28694,11142,3.7223892164066124,9201,1724,0,68067,26045,0.9760617138592744,17677,6319,0,28694,5866,2.296411655394062,3925,1724,0,68067,18245,0.4400845311115189,9877,6319,0,clear,23524,8880,-0.007007500734736549,903,6478,855,23524,8027,-0.010704943228095232,50,6478,855
64,img_d691623e566cde7f444905b2::yaw_minus_35,carport,0.1584,6.22,22018,13.5,16.3,21898,44.5,True,22018,9477,3.763628621354738,7888,1349,0,58567,25310,0.9055399518715332,17070,5813,0,22018,4876,2.3125914730871653,3287,1349,0,58567,17989,0.4287753801950869,9749,5813,0,clear,21898,9455,-0.005699125651313253,1025,6943,850,21898,8480,-0.009407213488873634,50,6943,850
65,img_8a5782154627496067ab070d::yaw_minus_35,carport,0.1606,6.38,16428,18.0,21.0,22402,49.0,True,16428,7208,3.731451694525084,5856,1061,0,52938,23203,0.8222357118048071,15194,5115,0,16428,3614,1.1713023546222412,2262,1061,0,52938,16867,0.37509643708318485,8858,5115,0,clear,22402,9824,-0.004747628679991678,1170,7153,865,22402,8695,-0.008616753104795372,41,7153,865
66,img_f5f133cabb2d110c4de5284e::yaw_minus_35,carport,0.1629,6.6,12499,19.6,24.2,22887,56.0,True,12499,5540,3.839267440614483,4487,651,0,48817,21778,0.738582551376636,13958,4409,0,12499,2543,0.7994711826115006,1490,651,0,48817,16031,0.336917432897887,8211,4409,0,clear,22887,10280,-0.004548518454458694,1276,7446,943,22887,9046,-0.008080018692625313,42,7446,943
67,img_1a38b2127348ddbd3e540b2f::yaw_minus_35,carport,0.1652,6.75,8108,22.4,26.8,22688,57.9,True,8108,3747,3.984336114873164,2920,302,0,43399,19927,0.6756798324178908,12484,3392,0,8108,1581,0.17064207436542222,754,302,0,43399,15027,0.31600453685586505,7584,3392,0,clear,22688,10416,-0.004447661936243907,1239,7540,1049,22688,9220,-0.007922083897905718,43,7540,1049
68,img_6f0133802dcbba5715db2a6b::yaw_minus_35,carport,0.1674,6.87,4111,26.7,33.1,23351,54.4,True,4111,1877,1.3673826332764536,1293,70,0,39240,18169,0.6283353729924093,11060,2389,0,4111,966,0.1697888119167814,382,70,0,39240,14537,0.3343585367605,7428,2389,0,clear,23351,10856,-0.004101601494665541,1301,7904,1097,23351,9595,-0.007369333415171653,40,7904,1097
69,img_a2ef0a0058461539f6d32279::yaw_minus_35,carport,0.1697,6.99,1877,98.1,137.8,24186,77.0,True,1877,846,0.1829605977820754,395,4,105,36614,17128,0.40149997517775216,9097,1704,1338,1877,274,0.17822518969172263,76,0,105,36614,9010,0.17292898567692117,2566,1417,1338,clear,24186,11371,-0.006043389029844803,1397,7574,1870,24186,5919,-0.015824627149208403,38,4171,1181
70,img_24d4e5bc6fa22cd9ea92ff2e::yaw_minus_35,carport,0.1719,6.97,1519,33.2,46.9,23637,85.6,False,1519,696,0.5359115834850603,363,4,2,34218,16489,0.507074591447406,9413,1348,1017,1519,595,0.19194967878116742,286,4,2,34218,8272,0.7432228430233958,5181,261,1017,clear,23637,11454,-0.004299569184023966,1747,7499,1813,23637,6015,-0.006278378596063838,19,4358,1638
71,img_789243cb60bd90423c2cc36f::yaw_minus_35,carport,0.1742,6.92,1271,30.1,44.9,21602,50.1,False,1271,596,0.4180049860018764,300,4,0,31466,15880,0.4808793275822052,9142,1554,0,1271,543,0.19968297706300753,247,4,0,31466,13578,0.3067872674218184,6840,1554,0,clear,21602,10957,-0.0040584653295798745,1824,7514,1114,21602,9198,-0.007893709148152794,65,7514,1114
72,img_5e8f6477648ca5ac8d8ba881::yaw_minus_35,carport,0.1765,6.88,1058,27.1,45.0,19844,50.6,True,1058,548,0.4549801711377315,282,4,0,29255,15680,0.4514629766470102,9072,1658,0,1058,496,0.2112495188753063,230,4,0,29255,13315,0.30312867141597444,6707,1658,0,clear,19844,10697,-0.0038703674555247147,1848,7277,1064,19844,8936,-0.007587632846963288,87,7277,1064
73,img_28ae3ec748a5e0d8c78031df::yaw_minus_35,carport,0.1787,6.78,1096,26.8,44.9,20136,47.6,True,1096,558,0.2254184507377217,260,3,0,29578,15825,0.4400304461532256,9285,1686,0,1096,508,0.22079481234113896,210,3,0,29578,13275,0.3104125970851648,6735,1686,0,clear,20136,10826,-0.003396402322572989,2177,7043,1041,20136,8749,-0.007436656736618197,100,7043,1041
74,img_5550c6ee126a8a927e97dac2::yaw_minus_35,carport,0.181,6.69,959,27.5,46.2,18705,48.3,True,959,509,0.24914919755549736,252,1,0,27934,15638,0.4219924980960794,9114,1694,0,959,465,0.23739946152620028,208,1,0,27934,12826,0.2737079336076298,6302,1694,0,clear,18705,10512,-0.00261557023372605,2220,6712,978,18705,8421,-0.00727800741841822,129,6712,978
75,img_b7f55877796392d83c722aba::yaw_minus_35,carport,0.1833,6.69,1096,22.7,39.2,21613,46.8,True,1096,551,0.4201772053714139,284,1,0,31333,16873,0.4333347906100924,10117,1721,0,1096,485,0.24863483232079542,218,1,0,31333,13575,0.3121825991117726,6819,1721,0,clear,21613,11689,-0.00035859684182515394,2712,7190,995,21613,9172,-0.006442781173788603,195,7190,995
76,img_864f94111ef95cfcf74e9828::yaw_minus_35,carport,0.1855,6.64,1522,33.4,49.3,28281,50.9,True,1522,656,0.42962408374521655,343,0,0,39340,18748,0.47097208797899937,11581,1826,0,1522,566,0.24601873311666766,253,0,0,39340,14554,0.3277462703360996,7387,1826,0,clear,28281,13530,0.003082494865252805,3595,7938,1077,28281,10179,-0.005830664302482802,244,7938,1077
