region,tile,point_index,n_views,luma_mean_raw,luma_cv_raw,luma_logstd_raw,luma_min_raw,luma_max_raw,rgb_std_mean_raw,range_median_m,n_views_learned,luma_cv_learned,luma_cv_raw_paired_learned,luma_logstd_learned,luma_logstd_raw_paired_learned,rgb_std_mean_learned,n_views_per_camera_mean,luma_cv_per_camera_mean,luma_cv_raw_paired_per_camera_mean,luma_logstd_per_camera_mean,luma_logstd_raw_paired_per_camera_mean,rgb_std_mean_per_camera_mean,n_views_per_camera_time_block_10s,luma_cv_per_camera_time_block_10s,luma_cv_raw_paired_per_camera_time_block_10s,luma_logstd_per_camera_time_block_10s,luma_logstd_raw_paired_per_camera_time_block_10s,rgb_std_mean_per_camera_time_block_10s,n_views_per_camera_time_block_20s,luma_cv_per_camera_time_block_20s,luma_cv_raw_paired_per_camera_time_block_20s,luma_logstd_per_camera_time_block_20s,luma_logstd_raw_paired_per_camera_time_block_20s,rgb_std_mean_per_camera_time_block_20s,n_views_per_camera_time_block_60s,luma_cv_per_camera_time_block_60s,luma_cv_raw_paired_per_camera_time_block_60s,luma_logstd_per_camera_time_block_60s,luma_logstd_raw_paired_per_camera_time_block_60s,rgb_std_mean_per_camera_time_block_60s,n_views_oracle_per_image,luma_cv_oracle_per_image,luma_cv_raw_paired_oracle_per_image,luma_logstd_oracle_per_image,luma_logstd_raw_paired_oracle_per_image,rgb_std_mean_oracle_per_image,n_views_oracle_per_image_tile_views,luma_cv_oracle_per_image_tile_views,luma_cv_raw_paired_oracle_per_image_tile_views,luma_logstd_oracle_per_image_tile_views,luma_logstd_raw_paired_oracle_per_image_tile_views,rgb_std_mean_oracle_per_image_tile_views
outdoor_gravel_Tile_0,Tile_0,284,169,180.726,0.222975,0.217679,108.299,255,40.5426,4.40976,169,0.191701,0.222975,0.177225,0.217679,42.316,169,0.226747,0.222975,0.221473,0.217679,47.2778,169,0.193139,0.222975,0.18642,0.217679,42.7053,169,0.183438,0.222975,0.180221,0.217679,39.6392,169,0.198204,0.222975,0.198016,0.217679,40.9608,169,0.109593,0.222975,0.109449,0.217679,20.4319,169,0.109593,0.222975,0.109449,0.217679,20.4319
outdoor_gravel_Tile_0,Tile_0,285,163,164.411,0.255632,0.241015,92.854,255,42.2243,4.41942,159,0.225169,0.257182,0.199204,0.243407,45.7684,159,0.261891,0.257182,0.247495,0.243407,49.6889,159,0.215751,0.257182,0.210596,0.243407,43.8771,159,0.195268,0.257182,0.1973,0.243407,38.3565,159,0.230142,0.257182,0.223722,0.243407,43.5495,163,0.103888,0.255632,0.10599,0.241015,18.2672,159,0.105116,0.257182,0.107262,0.243407,18.4708
outdoor_gravel_Tile_0,Tile_0,286,157,171.948,0.248877,0.242026,83.407,255,43.019,4.21075,157,0.22261,0.248877,0.203913,0.242026,46.9764,157,0.252693,0.248877,0.245289,0.242026,50.0954,157,0.204913,0.248877,0.2067,0.242026,43.0228,157,0.1933,0.248877,0.201014,0.242026,39.2613,157,0.222207,0.248877,0.219258,0.242026,43.63,157,0.108208,0.248877,0.107857,0.242026,19.1175,157,0.108208,0.248877,0.107857,0.242026,19.1175
outdoor_gravel_Tile_0,Tile_0,287,159,174.018,0.235264,0.23115,94.891,255,41.2219,4.19261,159,0.211314,0.235264,0.193585,0.23115,45.1225,159,0.238233,0.235264,0.233188,0.23115,47.8754,159,0.194891,0.235264,0.197711,0.23115,41.5178,159,0.181696,0.235264,0.188369,0.23115,37.557,159,0.20941,0.235264,0.208906,0.23115,41.7558,159,0.109256,0.235264,0.112687,0.23115,19.6093,159,0.109256,0.235264,0.112687,0.23115,19.6093
outdoor_gravel_Tile_0,Tile_0,288,162,164.212,0.23798,0.226491,80.228,255,39.2374,4.4322,156,0.213184,0.235038,0.191112,0.224544,43.6049,156,0.238414,0.235038,0.226522,0.224544,45.3925,156,0.194822,0.235038,0.191587,0.224544,39.8659,156,0.171383,0.235038,0.174965,0.224544,33.784,156,0.207052,0.235038,0.204092,0.224544,39.5096,162,0.118475,0.23798,0.1177,0.226491,20.64,156,0.114869,0.235038,0.114067,0.224544,20.084
outdoor_gravel_Tile_0,Tile_0,289,166,175.363,0.226787,0.221915,100.99,255,40.0696,4.15426,166,0.205991,0.226787,0.192362,0.221915,44.3139,166,0.229544,0.226787,0.223635,0.221915,46.4964,166,0.18851,0.226787,0.189468,0.221915,40.3918,166,0.163193,0.226787,0.166921,0.221915,33.9568,166,0.201558,0.226787,0.201614,0.221915,40.5508,166,0.11851,0.226787,0.127155,0.221915,21.2822,166,0.11851,0.226787,0.127155,0.221915,21.2822
outdoor_gravel_Tile_0,Tile_0,290,166,173.083,0.228856,0.221848,89.082,255,40.0342,4.16762,166,0.205402,0.228856,0.187951,0.221848,43.7698,166,0.232059,0.228856,0.224627,0.221848,46.5386,166,0.188745,0.228856,0.188899,0.221848,40.098,166,0.173537,0.228856,0.182262,0.221848,35.8054,166,0.205091,0.228856,0.203174,0.221848,40.8448,166,0.114505,0.228856,0.114998,0.221848,20.5431,166,0.114505,0.228856,0.114998,0.221848,20.5431
outdoor_gravel_Tile_0,Tile_0,291,156,155.383,0.271981,0.250102,80.293,255,42.5337,4.34353,149,0.252899,0.271594,0.220815,0.251485,49.1072,149,0.275471,0.271594,0.253179,0.251485,49.81,149,0.228901,0.271594,0.219039,0.251485,44.3621,149,0.19276,0.271594,0.195405,0.251485,35.7854,149,0.23768,0.271594,0.226739,0.251485,42.9684,156,0.11754,0.271981,0.118374,0.250102,19.3527,149,0.117363,0.271594,0.118748,0.251485,19.3739
outdoor_gravel_Tile_0,Tile_0,292,166,170.833,0.251787,0.241379,105.261,255,43.2452,4.33169,166,0.221275,0.251787,0.201013,0.241379,46.4281,166,0.255806,0.251787,0.245139,0.241379,50.332,166,0.20894,0.251787,0.203626,0.241379,43.6016,166,0.192066,0.251787,0.192956,0.241379,38.8322,166,0.229533,0.251787,0.223776,0.241379,44.772,166,0.121802,0.251787,0.118878,0.241379,21.6863,166,0.121802,0.251787,0.118878,0.241379,21.6863
outdoor_gravel_Tile_0,Tile_0,293,166,147.782,0.297332,0.277857,72.071,255,44.0843,4.39964,158,0.274959,0.301393,0.242199,0.282364,50.2562,158,0.305305,0.301393,0.284006,0.282364,51.9689,158,0.252122,0.301393,0.241026,0.282364,45.9079,158,0.222512,0.301393,0.227107,0.282364,38.9465,158,0.270299,0.301393,0.259962,0.282364,46.0116,166,0.138824,0.297332,0.147634,0.277857,21.6614,158,0.137764,0.301393,0.147253,0.282364,21.4718
outdoor_gravel_Tile_0,Tile_0,294,186,170.593,0.266903,0.266549,71.577,255,45.5164,4.39191,186,0.242918,0.266903,0.233055,0.266549,49.7052,186,0.268493,0.266903,0.268611,0.266549,52.4222,186,0.250998,0.266903,0.247543,0.266549,51.5704,186,0.235439,0.266903,0.233466,0.266549,47.5211,186,0.244138,0.266903,0.253827,0.266549,47.4443,186,0.124886,0.266903,0.131393,0.266549,21.1395,186,0.124886,0.266903,0.131393,0.266549,21.1395
outdoor_gravel_Tile_0,Tile_0,295,196,175.649,0.245442,0.251218,55.751,255,43.1345,4.43844,196,0.221713,0.245442,0.216137,0.251218,46.7695,196,0.246067,0.245442,0.251241,0.251218,49.4953,196,0.22922,0.245442,0.230952,0.251218,48.4871,196,0.216058,0.245442,0.220485,0.251218,45.1448,196,0.218454,0.245442,0.2313,0.251218,43.8557,196,0.103866,0.245442,0.114973,0.251218,18.2798,196,0.103866,0.245442,0.114973,0.251218,18.2798
outdoor_gravel_Tile_0,Tile_0,296,191,175.476,0.268819,0.279123,85.512,255,47.3414,4.33699,191,0.241483,0.268819,0.242199,0.279123,50.8152,191,0.271514,0.268819,0.282268,0.279123,54.7506,191,0.252578,0.268819,0.263643,0.279123,53.5453,191,0.245768,0.268819,0.263973,0.279123,51.3492,191,0.248309,0.268819,0.267057,0.279123,49.9554,191,0.136479,0.268819,0.146679,0.279123,23.971,191,0.136479,0.268819,0.146679,0.279123,23.971
outdoor_gravel_Tile_0,Tile_0,297,171,177.575,0.229694,0.220386,101.022,255,40.9048,4.36658,171,0.209128,0.229694,0.191175,0.220386,44.5704,171,0.23117,0.229694,0.221997,0.220386,47.148,171,0.212418,0.229694,0.198447,0.220386,45.7569,171,0.199314,0.229694,0.186075,0.220386,42.2486,171,0.20354,0.229694,0.201538,0.220386,41.3411,171,0.102933,0.229694,0.103631,0.220386,18.2424,171,0.102933,0.229694,0.103631,0.220386,18.2424
outdoor_gravel_Tile_0,Tile_0,298,186,179.938,0.23848,0.240478,71.25,255,43.0904,4.27733,186,0.215805,0.23848,0.208836,0.240478,46.6077,186,0.240253,0.23848,0.242527,0.240478,49.6792,186,0.224327,0.23848,0.222322,0.240478,48.704,186,0.218706,0.23848,0.221524,0.240478,46.8032,186,0.215285,0.23848,0.223091,0.240478,44.2993,186,0.138547,0.23848,0.142786,0.240478,24.837,186,0.138547,0.23848,0.142786,0.240478,24.837
outdoor_gravel_Tile_0,Tile_0,299,173,169.125,0.262156,0.247688,98.409,255,44.536,4.35672,173,0.245829,0.262156,0.223505,0.247688,50.0584,173,0.264429,0.262156,0.249701,0.247688,51.4696,173,0.244382,0.262156,0.226757,0.247688,50.1589,173,0.223883,0.262156,0.208611,0.247688,45.0861,173,0.233879,0.262156,0.227395,0.247688,45.3636,173,0.109838,0.262156,0.111237,0.247688,18.6939,173,0.109838,0.262156,0.111237,0.247688,18.6939
outdoor_gravel_Tile_0,Tile_0,300,179,172.417,0.225733,0.221243,77.544,255,39.0339,4.08148,179,0.211343,0.225733,0.191154,0.221243,44.0079,179,0.229172,0.225733,0.224188,0.221243,45.365,179,0.186634,0.225733,0.18509,0.221243,38.7323,179,0.165967,0.225733,0.171894,0.221243,33.797,179,0.202643,0.225733,0.207121,0.221243,40.124,179,0.100964,0.225733,0.100802,0.221243,17.9848,179,0.100964,0.225733,0.100802,0.221243,17.9848
outdoor_gravel_Tile_0,Tile_0,301,196,179.423,0.231857,0.233533,69.854,255,41.6516,4.36538,196,0.216326,0.231857,0.205027,0.233533,46.1522,196,0.232541,0.231857,0.234197,0.233533,47.7878,196,0.218099,0.231857,0.2127,0.233533,46.8495,196,0.206851,0.231857,0.205321,0.233533,43.9917,196,0.205766,0.231857,0.212434,0.233533,42.1741,196,0.105926,0.231857,0.107665,0.233533,18.7233,196,0.105926,0.231857,0.107665,0.233533,18.7233
outdoor_gravel_Tile_0,Tile_0,302,191,180.827,0.230945,0.241066,56.83,255,41.8832,4.56362,191,0.210474,0.230945,0.20237,0.241066,45.2133,191,0.231989,0.230945,0.242317,0.241066,48.1415,191,0.217425,0.230945,0.219478,0.241066,47.1851,191,0.201572,0.230945,0.205193,0.241066,43.4171,191,0.204269,0.230945,0.220331,0.241066,42.3009,191,0.114301,0.230945,0.120098,0.241066,20.3815,191,0.114301,0.230945,0.120098,0.241066,20.3815
outdoor_gravel_Tile_0,Tile_0,303,176,173.688,0.235361,0.236969,71.957,255,41.0455,4.04503,176,0.215912,0.235361,0.200517,0.236969,45.2072,176,0.238012,0.235361,0.238807,0.236969,47.5133,176,0.200485,0.235361,0.204584,0.236969,41.8555,176,0.183129,0.235361,0.194026,0.236969,37.478,176,0.209771,0.235361,0.216705,0.236969,41.8133,176,0.116513,0.235361,0.12784,0.236969,20.6911,176,0.116513,0.235361,0.12784,0.236969,20.6911
outdoor_gravel_Tile_0,Tile_0,304,187,175.757,0.251581,0.258902,72.665,255,44.326,4.17634,187,0.227709,0.251581,0.221646,0.258902,47.8209,187,0.253066,0.251581,0.260007,0.258902,51.0423,187,0.240135,0.251581,0.244064,0.258902,50.8202,187,0.231987,0.251581,0.244202,0.258902,48.4173,187,0.225777,0.251581,0.241092,0.258902,45.4039,187,0.108352,0.251581,0.114552,0.258902,18.9933,187,0.108352,0.251581,0.114552,0.258902,18.9933
outdoor_gravel_Tile_0,Tile_0,305,185,175.207,0.241408,0.233698,100.334,255,43.6121,4.15031,185,0.221574,0.241408,0.199071,0.233698,47.9404,185,0.245167,0.241408,0.237175,0.233698,50.6878,185,0.224637,0.241408,0.209828,0.233698,48.8368,185,0.21082,0.241408,0.200337,0.233698,45.2892,185,0.220014,0.241408,0.22114,0.233698,45.6364,185,0.165249,0.241408,0.155408,0.233698,30.4888,185,0.165249,0.241408,0.155408,0.233698,30.4888
outdoor_gravel_Tile_0,Tile_0,306,180,165.891,0.265143,0.269345,58.381,255,44.0845,4.09512,180,0.253783,0.265143,0.246822,0.269345,50.5824,180,0.268066,0.265143,0.27164,0.269345,51.0257,180,0.238141,0.265143,0.252652,0.269345,47.4195,180,0.216578,0.265143,0.244612,0.269345,42.3171,180,0.240202,0.265143,0.252971,0.269345,45.7347,180,0.137343,0.265143,0.150299,0.269345,22.8681,180,0.137343,0.265143,0.150299,0.269345,22.8681
outdoor_gravel_Tile_0,Tile_0,307,184,176.171,0.23823,0.232718,100.334,255,43.3594,4.1331,184,0.220831,0.23823,0.199949,0.232718,48.2026,184,0.242204,0.23823,0.236253,0.232718,50.4431,184,0.21739,0.23823,0.206914,0.232718,47.6389,184,0.20013,0.23823,0.193334,0.232718,43.3821,184,0.217109,0.23823,0.219907,0.232718,45.4413,184,0.183631,0.23823,0.171737,0.232718,33.9635,184,0.183631,0.23823,0.171737,0.232718,33.9635
outdoor_gravel_Tile_0,Tile_0,308,182,175.543,0.275474,0.295276,70.687,255,49.2605,4.13227,182,0.258686,0.275474,0.269327,0.295276,55.0288,182,0.277672,0.275474,0.295537,0.295276,56.8207,182,0.258132,0.275474,0.272623,0.295276,55.1612,182,0.237946,0.275474,0.252629,0.295276,50.0406,182,0.252788,0.275474,0.277461,0.295276,51.6503,182,0.202863,0.275474,0.22112,0.295276,36.3614,182,0.202863,0.275474,0.22112,0.295276,36.3614
outdoor_gravel_Tile_0,Tile_0,309,185,182.376,0.253336,0.258548,93.17,255,46.6018,4.21364,185,0.226231,0.253336,0.219107,0.258548,49.4951,185,0.256399,0.253336,0.261406,0.258548,53.9865,185,0.239093,0.253336,0.236477,0.258548,52.7639,185,0.229021,0.253336,0.230358,0.258548,49.7026,185,0.231216,0.253336,0.242506,0.258548,48.5421,185,0.143852,0.253336,0.142263,0.258548,26.2285,185,0.143852,0.253336,0.142263,0.258548,26.2285
outdoor_gravel_Tile_0,Tile_0,310,198,185.508,0.228767,0.237187,82.605,255,42.6077,4.3778,198,0.212727,0.228767,0.210508,0.237187,46.9882,198,0.230895,0.228767,0.239033,0.237187,49.2037,198,0.219898,0.228767,0.223874,0.237187,48.8392,198,0.21379,0.228767,0.224644,0.237187,47.1846,198,0.205951,0.228767,0.219997,0.237187,43.7982,198,0.122296,0.228767,0.130444,0.237187,22.4546,198,0.122296,0.228767,0.130444,0.237187,22.4546
outdoor_gravel_Tile_0,Tile_0,311,187,179.34,0.237456,0.246784,78.441,255,42.8122,4.26006,187,0.221664,0.237456,0.215964,0.246784,47.5807,187,0.240406,0.237456,0.248685,0.246784,49.6221,187,0.222565,0.237456,0.224669,0.246784,48.0359,187,0.203519,0.237456,0.208721,0.246784,43.2428,187,0.210588,0.237456,0.226164,0.246784,43.3482,187,0.121085,0.237456,0.124175,0.246784,21.6806,187,0.121085,0.237456,0.124175,0.246784,21.6806
outdoor_gravel_Tile_0,Tile_0,312,170,142.14,0.348446,0.340672,54.048,255,49.5592,4.0669,162,0.329992,0.35467,0.308809,0.348421,56.6223,162,0.359148,0.35467,0.349697,0.348421,58.6876,162,0.318464,0.35467,0.312357,0.348421,54.6204,162,0.284075,0.35467,0.292543,0.348421,47.0506,162,0.316483,0.35467,0.312518,0.348421,51.4377,170,0.201829,0.348446,0.218866,0.340672,28.927,162,0.206702,0.35467,0.223199,0.348421,29.5393
outdoor_gravel_Tile_0,Tile_0,313,192,181.242,0.227555,0.225474,105.136,255,41.4388,4.60992,192,0.209932,0.227555,0.197786,0.225474,45.3426,192,0.229344,0.227555,0.227738,0.225474,47.7933,192,0.213277,0.227555,0.204654,0.225474,46.4205,192,0.19634,0.227555,0.188322,0.225474,42.4194,192,0.201621,0.227555,0.20632,0.225474,41.9804,192,0.110875,0.227555,0.111583,0.225474,19.9684,192,0.110875,0.227555,0.111583,0.225474,19.9684
outdoor_gravel_Tile_0,Tile_0,314,170,138.576,0.339303,0.341148,54.951,255,46.9835,4.08442,162,0.327123,0.344141,0.31309,0.348426,54.7146,162,0.34696,0.344141,0.347192,0.348426,55.2338,162,0.304903,0.344141,0.307866,0.348426,50.8826,162,0.26876,0.344141,0.290512,0.348426,43.3756,162,0.310348,0.344141,0.315859,0.348426,49.2871,170,0.219509,0.339303,0.236681,0.341148,30.6514,162,0.224587,0.344141,0.241798,0.348426,31.3145
outdoor_gravel_Tile_0,Tile_0,315,207,173.598,0.259238,0.259022,84.794,255,45.1395,4.34842,207,0.235204,0.259238,0.226209,0.259022,48.7874,207,0.261516,0.259238,0.261334,0.259022,52.0882,207,0.247081,0.259238,0.244559,0.259022,51.5195,207,0.233531,0.259238,0.236889,0.259022,48.2506,207,0.235789,0.259238,0.244123,0.259022,46.9498,207,0.117028,0.259238,0.126894,0.259022,20.1993,207,0.117028,0.259238,0.126894,0.259022,20.1993
outdoor_gravel_Tile_0,Tile_0,316,191,174.365,0.236114,0.229125,92.31,255,41.1157,4.31787,191,0.223201,0.236114,0.20805,0.229125,46.2713,191,0.237296,0.236114,0.228578,0.229125,47.2808,191,0.220304,0.236114,0.207619,0.229125,45.9046,191,0.205079,0.236114,0.19461,0.229125,42.0934,191,0.204907,0.236114,0.203042,0.229125,40.7081,191,0.116787,0.236114,0.120883,0.229125,20.0613,191,0.116787,0.236114,0.120883,0.229125,20.0613
outdoor_gravel_Tile_0,Tile_0,317,179,178.228,0.220949,0.217353,104.811,255,39.6271,4.37817,179,0.207782,0.220949,0.192802,0.217353,44.414,179,0.223169,0.220949,0.21842,0.217353,45.8228,179,0.200815,0.220949,0.192854,0.217353,43.1865,179,0.183379,0.220949,0.174862,0.217353,38.9016,179,0.19424,0.220949,0.192912,0.217353,39.9023,179,0.12851,0.220949,0.128848,0.217353,23.0677,179,0.12851,0.220949,0.128848,0.217353,23.0677
outdoor_gravel_Tile_0,Tile_0,318,180,145.966,0.288388,0.265067,74.05,255,42.1242,3.9585,176,0.28438,0.291167,0.24541,0.267994,50.002,176,0.29482,0.291167,0.268627,0.267994,49.3413,176,0.256057,0.291167,0.241922,0.267994,44.9886,176,0.213074,0.291167,0.213961,0.267994,36.4488,176,0.255869,0.291167,0.242725,0.267994,42.9609,180,0.137535,0.288388,0.145777,0.265067,20.4336,176,0.138463,0.291167,0.146472,0.267994,20.5427
outdoor_gravel_Tile_0,Tile_0,319,175,150.608,0.3021,0.294804,74.288,255,45.413,4.06315,168,0.288634,0.306767,0.273253,0.300393,52.1212,168,0.310434,0.306767,0.301316,0.300393,53.5332,168,0.27134,0.306767,0.270647,0.300393,49.0649,168,0.241749,0.306767,0.251239,0.300393,42.4382,168,0.271792,0.306767,0.26621,0.300393,46.8187,175,0.159017,0.3021,0.173751,0.294804,23.8802,168,0.161774,0.306767,0.176258,0.300393,24.2328
outdoor_gravel_Tile_0,Tile_0,320,179,141.84,0.327961,0.314646,68.153,255,46.4825,3.9242,171,0.324573,0.333847,0.308448,0.32173,55.4639,171,0.33791,0.333847,0.32298,0.32173,54.9879,171,0.303126,0.333847,0.301413,0.32173,51.7561,171,0.268263,0.333847,0.282839,0.32173,44.4973,171,0.299923,0.333847,0.291743,0.32173,48.7151,179,0.191701,0.327961,0.209033,0.314646,27.3477,171,0.195861,0.333847,0.212685,0.32173,27.8498
outdoor_gravel_Tile_0,Tile_0,321,181,154.146,0.274387,0.257099,88.729,255,42.3799,3.94898,176,0.275381,0.278085,0.247017,0.260497,51.0089,176,0.282712,0.278085,0.263311,0.260497,49.9951,176,0.250247,0.278085,0.241722,0.260497,46.4345,176,0.216352,0.278085,0.225095,0.260497,39.1912,176,0.24293,0.278085,0.234002,0.260497,43.0726,181,0.129138,0.274387,0.133341,0.257099,20.2492,176,0.128854,0.278085,0.132839,0.260497,20.1675
outdoor_gravel_Tile_0,Tile_0,322,207,174.085,0.252668,0.2582,54.566,255,44.2477,4.67172,207,0.237208,0.252668,0.231185,0.2582,49.3144,207,0.254871,0.252668,0.26048,0.2582,51.0562,207,0.237904,0.252668,0.241107,0.2582,49.7093,207,0.227742,0.252668,0.240167,0.2582,47.2226,207,0.228016,0.252668,0.243019,0.2582,45.7266,207,0.124093,0.252668,0.133127,0.2582,21.4343,207,0.124093,0.252668,0.133127,0.2582,21.4343
outdoor_gravel_Tile_0,Tile_0,323,184,168.59,0.258728,0.26701,71.407,255,43.587,3.94055,184,0.251389,0.258728,0.257662,0.26701,50.6917,184,0.259486,0.258728,0.26557,0.26701,49.9851,184,0.228374,0.258728,0.245211,0.26701,45.8749,184,0.202845,0.258728,0.219429,0.26701,39.8662,184,0.232578,0.258728,0.248047,0.26701,44.816,184,0.165595,0.258728,0.187534,0.26701,27.8811,184,0.165595,0.258728,0.187534,0.26701,27.8811
outdoor_gravel_Tile_0,Tile_0,324,192,173.512,0.239711,0.23873,77.099,255,41.7594,4.26098,192,0.224158,0.239711,0.209189,0.23873,46.4888,192,0.243099,0.239711,0.240765,0.23873,48.4412,192,0.216987,0.239711,0.21553,0.23873,45.1292,192,0.201007,0.239711,0.207193,0.23873,41.2345,192,0.213288,0.239711,0.219928,0.23873,42.6117,192,0.10057,0.239711,0.103841,0.23873,17.6758,192,0.10057,0.239711,0.103841,0.23873,17.6758
outdoor_gravel_Tile_0,Tile_0,325,207,175.27,0.244397,0.235201,103.143,255,43.2094,4.79409,207,0.228194,0.244397,0.212227,0.235201,47.7837,207,0.246145,0.244397,0.236779,0.235201,49.7639,207,0.229742,0.244397,0.216394,0.235201,48.3981,207,0.211909,0.244397,0.202487,0.235201,44.3004,207,0.213955,0.244397,0.211576,0.235201,43.3348,207,0.102688,0.244397,0.107241,0.235201,18.2271,207,0.102688,0.244397,0.107241,0.235201,18.2271
outdoor_gravel_Tile_0,Tile_0,326,196,177.092,0.218427,0.215297,103.17,255,38.8794,4.36262,196,0.202402,0.218427,0.185676,0.215297,43.0485,196,0.220595,0.218427,0.216419,0.215297,44.9042,196,0.192651,0.218427,0.188217,0.215297,41.0076,196,0.182171,0.218427,0.182633,0.215297,38.3061,196,0.191244,0.218427,0.192891,0.215297,39.1194,196,0.0995157,0.218427,0.100439,0.215297,18.1207,196,0.0995157,0.218427,0.100439,0.215297,18.1207
outdoor_gravel_Tile_0,Tile_0,327,177,155.886,0.263841,0.246888,93.983,255,41.1391,4.11951,176,0.254747,0.264081,0.222088,0.247359,47.7959,176,0.26768,0.264081,0.248984,0.247359,47.8238,176,0.23113,0.264081,0.21999,0.247359,43.3514,176,0.198722,0.264081,0.202994,0.247359,36.4338,176,0.228453,0.264081,0.220169,0.247359,41.0524,177,0.120221,0.263841,0.122048,0.246888,19.0573,176,0.120544,0.264081,0.122392,0.247359,19.1043
outdoor_gravel_Tile_0,Tile_0,328,189,169.883,0.240154,0.241613,59.504,255,40.838,4.1438,189,0.235874,0.240154,0.23411,0.241613,47.7704,189,0.241594,0.240154,0.242065,0.241613,46.9738,189,0.205423,0.240154,0.210645,0.241613,41.5313,189,0.177471,0.240154,0.190268,0.241613,35.3624,189,0.212459,0.240154,0.22208,0.241613,41.4661,189,0.140832,0.240154,0.147696,0.241613,24.0378,189,0.140832,0.240154,0.147696,0.241613,24.0378
outdoor_gravel_Tile_0,Tile_0,329,186,161.973,0.244401,0.240879,73.267,255,39.7489,4.05353,186,0.24446,0.244401,0.22522,0.240879,47.6246,186,0.246495,0.244401,0.240836,0.240879,45.8574,186,0.224,0.244401,0.224964,0.240879,43.6464,186,0.193103,0.244401,0.205883,0.240879,36.9874,186,0.213805,0.244401,0.219066,0.240879,40.028,186,0.134441,0.244401,0.146731,0.240879,22.1217,186,0.134441,0.244401,0.146731,0.240879,22.1217
outdoor_gravel_Tile_0,Tile_0,330,193,178.05,0.21766,0.22203,88.17,255,38.9087,4.13458,193,0.202255,0.21766,0.190467,0.22203,43.1316,193,0.218304,0.21766,0.221673,0.22203,44.6113,193,0.180842,0.21766,0.184166,0.22203,38.4754,193,0.164088,0.21766,0.172274,0.22203,34.4694,193,0.192884,0.21766,0.202071,0.22203,39.6287,193,0.1501,0.21766,0.160597,0.22203,26.9505,193,0.1501,0.21766,0.160597,0.22203,26.9505
outdoor_gravel_Tile_0,Tile_0,331,201,175.379,0.262547,0.278504,53.854,255,46.1638,4.60051,201,0.241264,0.262547,0.240235,0.278504,50.1434,201,0.265302,0.262547,0.280986,0.278504,53.3615,201,0.251003,0.262547,0.258552,0.278504,52.656,201,0.238037,0.262547,0.252169,0.278504,49.4799,201,0.238326,0.262547,0.261176,0.278504,47.9674,201,0.141424,0.262547,0.152295,0.278504,24.1516,201,0.141424,0.262547,0.152295,0.278504,24.1516
outdoor_gravel_Tile_0,Tile_0,332,187,151.451,0.273123,0.259846,76.136,255,41.671,3.98903,186,0.271856,0.273826,0.24078,0.260541,49.6378,186,0.276014,0.273826,0.25986,0.260541,48.1677,186,0.241815,0.273826,0.233887,0.260541,44.1346,186,0.205654,0.273826,0.21096,0.260541,36.914,186,0.24242,0.273826,0.237382,0.260541,42.5716,187,0.145438,0.273123,0.150484,0.259846,22.6412,186,0.145549,0.273826,0.150501,0.260541,22.6478
outdoor_gravel_Tile_0,Tile_0,333,185,167.016,0.233922,0.229793,88.592,255,39.2873,4.09596,185,0.23227,0.233922,0.21592,0.229793,46.7292,185,0.236506,0.233922,0.231184,0.229793,45.4269,185,0.209677,0.233922,0.211317,0.229793,42.2379,185,0.194696,0.233922,0.209017,0.229793,38.7361,185,0.208551,0.233922,0.21305,0.229793,40.428,185,0.123811,0.233922,0.126249,0.229793,21.2764,185,0.123811,0.233922,0.126249,0.229793,21.2764
outdoor_gravel_Tile_0,Tile_0,334,181,159.139,0.254491,0.242085,92.224,255,41.2623,4.21566,180,0.247431,0.252937,0.21578,0.24019,48.2189,180,0.257245,0.252937,0.24206,0.24019,47.7842,180,0.218465,0.252937,0.205731,0.24019,42.591,180,0.182905,0.252937,0.183216,0.24019,35.2854,180,0.22143,0.252937,0.212894,0.24019,41.5651,181,0.175613,0.254491,0.167718,0.242085,29.2687,180,0.174416,0.252937,0.166289,0.24019,29.1132
outdoor_gravel_Tile_0,Tile_0,335,202,179.827,0.223839,0.236099,64.951,255,40.4308,4.36403,202,0.211003,0.223839,0.207299,0.236099,45.1947,202,0.22653,0.223839,0.237166,0.236099,46.8135,202,0.212345,0.223839,0.217957,0.236099,45.8135,202,0.197446,0.223839,0.207162,0.236099,42.0607,202,0.199182,0.223839,0.219328,0.236099,41.3008,202,0.124429,0.223839,0.131159,0.236099,22.3,202,0.124429,0.223839,0.131159,0.236099,22.3
outdoor_gravel_Tile_0,Tile_0,336,207,173.963,0.254762,0.261657,60.772,255,44.4432,4.65096,207,0.244615,0.254762,0.242073,0.261657,50.4526,207,0.25678,0.254762,0.263008,0.261657,51.2364,207,0.245162,0.254762,0.249117,0.261657,51.0221,207,0.233223,0.254762,0.243493,0.261657,47.9824,207,0.230241,0.254762,0.24629,0.261657,45.9996,207,0.127033,0.254762,0.136971,0.261657,21.4756,207,0.127033,0.254762,0.136971,0.261657,21.4756
outdoor_gravel_Tile_0,Tile_0,337,196,175.634,0.229177,0.23208,78.078,255,40.4474,4.19885,196,0.221268,0.229177,0.212552,0.23208,46.468,196,0.231386,0.229177,0.233068,0.23208,46.7026,196,0.203982,0.229177,0.205955,0.23208,42.9226,196,0.187937,0.229177,0.194212,0.23208,39.0381,196,0.203278,0.229177,0.211826,0.23208,41.2445,196,0.131241,0.229177,0.134337,0.23208,23.1443,196,0.131241,0.229177,0.134337,0.23208,23.1443
