region,tile,region_status,x,y,z,n_images_fisheye,n_images_face,n_views_loose_ok,n_effective_views,n_effective_views_le5m,n_strict_occluded,n_strict_supported,n_strict_behind,strict_frac_occluded,strict_support_frac,n_cameras,n_rig_frames,time_span_s,angle_span_deg,range_min_m,range_median_m,footprint_px_per_m_fisheye,footprint_px_per_m_face,n_occluded,n_depth_supported,n_lidar_behind,n_no_lidar,frac_occluded,depth_support_frac,rgb_valid_frac,sharpness_lapvar_median,sharpness_lapvar_best,sharpness_best_image,luma_mean_median,luma_min,luma_max,luma_cv_across_views,sharpness_lapvar_min
outdoor_gravel_Tile_0,Tile_0,provisional,9.438,-10.509,0.398,574,455,189,180,105,269,181,0,0.597778,0.397802,2,158,170.51,157.285,1.47261,4.19822,211.538,280.151,263,187,0,5,0.584444,0.410989,0.989011,4861.36,9955.39,img_fe23bdc2249b367294f2ad0b,143.375,98.0295,255,0.21508,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.214,-10.502,0.399,577,454,191,179,102,265,179,0,0.596847,0.394273,2,158,170.51,155.63,1.81102,4.61911,199.564,257.671,258,186,0,10,0.581081,0.409692,0.982379,4576.88,9715.15,img_fe23bdc2249b367294f2ad0b,149.25,101.667,255,0.222543,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.249,-10.495,0.399,577,454,191,182,106,265,184,0,0.5902,0.405286,2,163,171.01,156.834,1.54873,4.43554,204.48,266.709,258,191,0,5,0.57461,0.420705,0.986784,4625.59,9865.33,img_fe23bdc2249b367294f2ad0b,147.498,100.459,255,0.224174,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.251,-10.477,0.398,577,454,191,180,103,267,181,0,0.595982,0.398678,2,160,170.51,155.875,1.52831,4.43102,204.524,265.67,259,189,0,6,0.578125,0.4163,0.988987,4685.31,9895.64,img_fe23bdc2249b367294f2ad0b,147.847,101.364,255,0.219944,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.298,-10.468,0.395,576,455,190,183,105,267,184,0,0.592018,0.404396,2,162,170.01,155.51,1.50968,4.25164,206.905,268.231,260,191,0,4,0.576497,0.41978,0.986813,4720.89,9908.47,img_fe23bdc2249b367294f2ad0b,147.101,100.518,255,0.222866,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.122,-10.435,0.397,575,453,186,173,98,267,173,0,0.606818,0.381898,2,154,169.01,154.717,1.87784,4.37014,203.262,254.48,259,181,0,13,0.588636,0.399558,0.980132,4849.5,9725,img_fe23bdc2249b367294f2ad0b,151.994,100.853,255,0.216846,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.121,-10.418,0.399,575,453,190,181,104,264,181,0,0.593258,0.399558,2,162,170.01,154.742,1.59859,4.30869,207.863,268.32,255,190,0,8,0.573034,0.419426,0.980132,4925.27,9849.95,img_fe23bdc2249b367294f2ad0b,152.111,102.116,255,0.214427,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.923,-11.994,0.404,563,440,187,151,106,280,151,0,0.649652,0.343182,2,144,162.01,163.042,1.53882,4.41815,207.146,270.985,245,186,0,9,0.568445,0.422727,0.975,5272.37,8456.77,img_ecdc8d808fcc0fa035b6e1e8,157.34,114.208,255,0.232444,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.076,-11.987,0.403,564,438,190,147,108,284,148,0,0.657407,0.3379,2,140,162.01,162.425,1.40071,4.39204,211.512,277.696,241,191,0,6,0.55787,0.436073,0.984018,5150.59,8324.15,img_ecdc8d808fcc0fa035b6e1e8,155.793,115.527,255,0.228976,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.434,-11.99,0.403,562,428,188,153,109,268,153,0,0.63658,0.357477,2,145,168.01,158.468,1.50688,4.37064,205.082,281.842,233,188,0,7,0.553444,0.439252,0.974299,4779.38,8185.23,img_2c48bbf509b38c8a6870501a,145.497,106.709,255,0.235728,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.107,-11.978,0.402,564,434,184,148,110,280,148,0,0.654206,0.341014,2,141,162.01,162.149,1.39844,4.28482,212.003,286.549,244,184,0,6,0.570093,0.423963,0.986175,5166.25,8180.09,img_ecdc8d808fcc0fa035b6e1e8,154.84,115.191,255,0.225998,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.161,-11.98,0.402,565,434,184,144,105,280,145,0,0.658824,0.334101,2,137,162.51,161.947,1.76564,4.42731,209.287,280.201,245,180,0,9,0.576471,0.414747,0.983871,5124.34,8080.85,img_ecdc8d808fcc0fa035b6e1e8,153.907,114.011,255,0.231913,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.37,-11.976,0.403,563,430,189,163,114,261,163,0,0.615566,0.37907,2,154,168.51,159.642,1.5101,4.36266,207.605,283.421,235,189,0,6,0.554245,0.439535,0.983721,4748.5,7979.22,img_2c48bbf509b38c8a6870501a,145.974,105.498,255,0.240787,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.88,-11.973,0.404,563,441,187,153,108,278,154,0,0.643519,0.349206,2,146,161.01,155.288,1.55418,4.41042,206.494,280.05,245,187,0,9,0.56713,0.424036,0.972789,5393.35,8396.25,img_ecdc8d808fcc0fa035b6e1e8,157.946,115.532,255,0.226871,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.054,-11.971,0.405,564,439,190,164,120,267,165,0,0.618056,0.375854,2,151,165.51,164.449,1.40726,4.22297,215.951,289.797,241,191,0,7,0.55787,0.43508,0.979499,4817.91,8372.17,img_48e8112988b931da208a71d3,155.367,99.3169,255,0.227706,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.378,-11.969,0.404,563,429,189,161,113,263,161,0,0.620283,0.375291,2,153,168.51,159.513,1.51275,4.35231,207.508,284.169,235,189,0,5,0.554245,0.440559,0.983683,4760.97,7995.56,img_2c48bbf509b38c8a6870501a,145.987,104.956,255,0.237995,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.418,-11.967,0.405,563,428,187,162,111,261,163,0,0.615566,0.380841,2,154,169.01,158.785,1.51471,4.50609,202.679,279.169,236,188,0,4,0.556604,0.439252,0.978972,4707.33,8175,img_2c48bbf509b38c8a6870501a,144.484,107.059,255,0.239348,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.144,-11.957,0.401,566,435,180,147,110,282,148,0,0.655814,0.34023,2,140,162.01,162.13,1.39929,4.26584,210.751,288.488,249,181,0,5,0.57907,0.416092,0.981609,5271.26,8105.77,img_fe23bdc2249b367294f2ad0b,154.506,113.827,255,0.228071,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.911,-11.951,0.404,563,440,187,148,106,282,148,0,0.655814,0.336364,2,141,161.51,163.084,1.7455,4.40575,210.205,279.056,245,185,0,10,0.569767,0.420455,0.979545,5464.44,8574.69,img_ecdc8d808fcc0fa035b6e1e8,157.998,115.165,255,0.228794,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.46,-11.952,0.404,563,428,190,159,112,265,160,0,0.623529,0.373832,2,152,170.01,158.489,1.52808,4.37944,204.953,281.342,234,191,0,3,0.550588,0.446262,0.983645,4767.73,8369.76,img_2c48bbf509b38c8a6870501a,144.295,107.484,255,0.237289,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.019,-11.949,0.405,563,440,186,161,119,270,162,0,0.625,0.368182,2,149,165.01,164.124,1.42072,4.19417,219.646,291.439,245,187,0,8,0.56713,0.425,0.977273,4989.31,8588.65,img_ecdc8d808fcc0fa035b6e1e8,155.915,116.002,255,0.222624,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.094,-11.948,0.403,564,434,183,156,116,271,156,0,0.63466,0.359447,2,148,165.51,163.493,1.40779,4.24702,215.164,291.599,244,183,0,7,0.571429,0.421659,0.983871,4916.14,8185.45,img_ecdc8d808fcc0fa035b6e1e8,154.534,114.841,255,0.224613,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.053,-11.942,0.403,564,439,190,160,118,272,160,0,0.62963,0.364465,2,149,165.51,164.387,1.41723,4.22479,216.339,291.652,243,189,0,7,0.5625,0.430524,0.984055,4953.34,8403.34,img_ecdc8d808fcc0fa035b6e1e8,157.039,99.2114,255,0.224507,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.426,-11.942,0.404,563,428,187,162,112,262,163,0,0.616471,0.380841,2,154,169.01,158.588,1.528,4.47863,202.128,280.874,237,188,0,3,0.557647,0.439252,0.981308,4738.89,8274.14,img_2c48bbf509b38c8a6870501a,144.967,107.406,255,0.242482,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.445,-11.941,0.404,563,429,190,157,110,265,157,0,0.627962,0.365967,2,150,169.51,158.442,1.71535,4.46194,202.153,280.621,235,187,0,7,0.556872,0.435897,0.983683,4795.38,8371.55,img_2c48bbf509b38c8a6870501a,144.861,107.226,255,0.241416,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.034,-11.936,0.405,564,440,187,159,119,271,159,0,0.630233,0.361364,2,145,165.01,164.021,1.55438,4.19655,218.834,291.336,246,184,0,10,0.572093,0.418182,0.981818,4842.22,8481.51,img_ecdc8d808fcc0fa035b6e1e8,156.473,115.602,255,0.220798,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.928,-11.932,0.404,562,441,189,150,108,281,150,0,0.651972,0.340136,2,142,161.51,163.085,1.58045,4.4011,213.089,279.967,245,186,0,10,0.568445,0.421769,0.981859,5451.29,8524.98,img_ecdc8d808fcc0fa035b6e1e8,158.338,113.766,255,0.227889,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.897,-11.927,0.404,563,442,189,153,108,279,154,0,0.644342,0.348416,2,146,161.51,163.106,1.53743,4.42486,208.423,277.066,243,190,0,9,0.561201,0.429864,0.975113,5346.7,8618.46,img_ecdc8d808fcc0fa035b6e1e8,157.469,114.962,255,0.228187,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.022,-11.913,0.405,564,441,189,160,119,270,160,0,0.627907,0.362812,2,146,165.01,164.081,1.56779,4.21097,218.092,291.778,245,185,0,11,0.569767,0.419501,0.981859,4920.98,8517.37,img_ecdc8d808fcc0fa035b6e1e8,157.03,114.994,255,0.222045,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.078,-11.902,0.405,564,439,182,163,117,266,163,0,0.620047,0.371298,2,155,165.51,163.645,1.4223,4.27652,211.152,282.738,247,182,0,10,0.575758,0.414579,0.974943,4990.28,8243.12,img_fe23bdc2249b367294f2ad0b,154.588,113.854,255,0.228918,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.469,-11.507,0.404,567,455,217,193,121,255,194,0,0.567929,0.426374,2,175,168.01,156.186,1.61591,4.41194,203.792,268.135,231,218,0,6,0.514477,0.479121,0.98022,4533.09,8926.07,img_48e8112988b931da208a71d3,166.838,112.299,255,0.234223,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.471,-11.508,0.404,567,455,218,190,117,255,190,0,0.573034,0.417582,2,170,167.01,156.191,1.76188,4.46292,201.432,266.854,231,214,0,10,0.519101,0.47033,0.982418,4472.03,8926.07,img_48e8112988b931da208a71d3,167.035,112.144,255,0.236843,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.497,-11.507,0.405,567,454,215,193,120,254,194,0,0.566964,0.427313,2,174,168.01,156.316,1.63151,4.40185,202.969,268.052,232,216,0,6,0.517857,0.475771,0.980176,4524.92,8897.04,img_48e8112988b931da208a71d3,166.215,112.794,255,0.236099,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.465,-11.468,0.405,568,455,217,194,122,256,195,0,0.567627,0.428571,2,172,167.51,156.305,1.60433,4.38602,204.121,268.336,233,218,0,4,0.51663,0.479121,0.986813,4427.28,8907.03,img_48e8112988b931da208a71d3,167.376,111.357,255,0.231892,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.447,-11.462,0.404,569,456,218,198,124,253,199,0,0.559735,0.436404,2,176,168.01,156.223,1.5935,4.39633,204,268.508,233,219,0,4,0.515487,0.480263,0.984649,4404.54,8908.48,img_48e8112988b931da208a71d3,167.561,102.433,255,0.23327,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.457,-11.437,0.404,568,457,218,192,120,254,193,0,0.568233,0.422319,2,170,167.51,156.335,1.6946,4.39352,203.056,269.329,231,216,0,10,0.516779,0.472648,0.982495,4372.8,8974.98,img_48e8112988b931da208a71d3,167.921,110.298,255,0.232896,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.482,-11.418,0.405,567,461,217,191,117,254,192,0,0.569507,0.416486,2,169,167.51,156.501,1.75069,4.42232,200.779,266.276,234,212,0,15,0.524664,0.45987,0.976139,4319.41,8934.89,img_48e8112988b931da208a71d3,167.789,110.845,255,0.23411,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.377,-11.367,0.404,569,459,219,194,122,257,195,0,0.568584,0.424837,2,173,165.51,156.16,1.53173,4.3571,205.764,274.346,232,220,0,7,0.513274,0.479303,0.982571,4594.41,9001.99,img_48e8112988b931da208a71d3,166.937,100.631,255,0.231358,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.435,-11.364,0.405,569,460,218,193,119,258,194,0,0.570796,0.421739,2,171,167.01,156.463,1.56876,4.35757,203.024,273.396,236,216,0,8,0.522124,0.469565,0.980435,4471.48,8886.08,img_48e8112988b931da208a71d3,168.265,112.425,255,0.229605,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.416,-11.332,0.401,570,460,217,186,118,263,187,0,0.584444,0.406522,2,166,165.01,156.375,1.68571,4.31787,204.075,274.654,235,215,0,10,0.522222,0.467391,0.976087,4626.68,8915.37,img_48e8112988b931da208a71d3,167.866,112.041,255,0.232493,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.496,-11.324,0.402,568,461,221,188,120,267,189,0,0.585526,0.409978,2,171,165.01,156.692,1.59128,4.28083,205.418,277.34,234,222,0,5,0.513158,0.481562,0.984816,4665.81,8935.57,img_48e8112988b931da208a71d3,167.676,109.525,255,0.234204,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.597,-11.32,0.404,567,456,215,182,115,265,182,0,0.592841,0.399123,2,170,166.01,156.924,1.63972,4.2569,205.958,280.573,233,214,0,9,0.521253,0.469298,0.982456,4731.25,9186.73,img_48e8112988b931da208a71d3,167.064,111.123,255,0.227633,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.563,-11.318,0.401,567,457,217,181,118,269,182,0,0.596452,0.398249,2,169,165.51,156.802,1.62107,4.23441,206.711,281.021,233,218,0,6,0.51663,0.477024,0.97593,4799.51,9206.1,img_48e8112988b931da208a71d3,165.119,110.76,255,0.231753,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.579,-11.311,0.404,567,458,217,185,118,263,186,0,0.585746,0.406114,2,172,165.51,156.912,1.62624,4.25106,206.146,280.716,231,218,0,9,0.514477,0.475983,0.975983,4767.61,9140.54,img_48e8112988b931da208a71d3,165.124,110.543,255,0.232079,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.416,-11.306,0.403,569,460,212,179,114,265,181,0,0.59417,0.393478,2,163,167.01,156.486,1.66997,4.32388,204.479,273.526,236,210,0,14,0.529148,0.456522,0.969565,4716.51,8941.03,img_48e8112988b931da208a71d3,167.975,110.893,255,0.231022,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.395,-11.302,0.403,569,460,215,176,110,262,178,0,0.595455,0.386957,2,157,166.01,156.404,1.8411,4.37944,202.279,271.645,235,205,0,20,0.534091,0.445652,0.978261,4538.58,9084.9,img_39a2d47accaabf667edfaff8,169.856,114.566,255,0.223156,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.576,-11.278,0.401,567,459,217,179,117,269,183,0,0.595133,0.398693,2,168,164.51,156.9,1.61727,4.17435,208.833,281.53,231,221,0,7,0.511062,0.481481,0.971678,4872.79,9153.15,img_48e8112988b931da208a71d3,166.051,111.692,255,0.23089,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.581,-11.277,0.402,568,459,217,178,116,270,180,0,0.6,0.392157,2,168,164.51,156.933,1.61924,4.16123,208.972,282.387,231,219,0,9,0.513333,0.477124,0.973856,4929.88,9185.57,img_48e8112988b931da208a71d3,166.503,111.848,255,0.231037,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.49,-11.274,0.402,568,462,221,187,119,269,188,0,0.588621,0.406926,2,171,166.01,156.78,1.56534,4.24398,207.379,277.423,235,222,0,5,0.514223,0.480519,0.980519,4822.11,9014.94,img_48e8112988b931da208a71d3,168.451,110.533,255,0.232901,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.537,-11.268,0.401,567,461,219,175,116,275,178,0,0.607064,0.386117,2,163,163.51,156.858,1.59143,4.1371,208.868,282.154,232,221,0,8,0.512141,0.479393,0.97397,5001.06,9249.87,img_48e8112988b931da208a71d3,167.62,112.028,255,0.230391,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.431,-11.226,0.403,570,464,219,193,120,265,194,0,0.577342,0.418103,2,174,167.51,156.727,1.51887,4.30307,206.07,275.532,235,224,0,5,0.511983,0.482759,0.978448,4710.25,9072.4,img_48e8112988b931da208a71d3,168.311,110.051,255,0.22792,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.506,-11.218,0.401,568,462,223,185,118,272,185,0,0.595186,0.400433,2,168,164.51,156.896,1.56039,4.18935,210.32,280.693,234,223,0,5,0.512035,0.482684,0.982684,4901.68,9155.1,img_48e8112988b931da208a71d3,167.802,109.94,255,0.231316,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.548,-11.207,0.403,568,462,219,181,115,270,185,0,0.593407,0.400433,2,167,165.51,157.022,1.58077,4.15336,210.627,281.604,233,222,0,7,0.512088,0.480519,0.974026,4859.37,9199.55,img_48e8112988b931da208a71d3,167.283,111.899,255,0.226407,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.487,-11.196,0.4,570,462,221,186,116,268,188,0,0.587719,0.406926,2,168,166.51,156.874,1.54496,4.2153,208.693,279.659,234,222,0,6,0.513158,0.480519,0.980519,4822.33,9003.56,img_48e8112988b931da208a71d3,167.818,110.912,255,0.232298,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.466,-11.191,0.403,570,463,225,192,119,266,192,0,0.580786,0.414687,2,173,168.51,156.902,1.52953,4.22319,208.493,278.506,233,225,0,5,0.508734,0.485961,0.984881,4723.52,9005.45,img_48e8112988b931da208a71d3,169.479,109.953,255,0.228745,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.57,-11.186,0.403,568,462,218,183,114,267,184,0,0.592018,0.398268,2,169,166.51,157.095,1.58915,4.15672,210.154,278.146,232,219,0,11,0.514412,0.474026,0.971861,4873.99,9202.71,img_48e8112988b931da208a71d3,167.411,114.953,255,0.223588,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.567,-11.17,0.403,568,463,219,175,107,269,175,0,0.605856,0.37797,2,162,165.51,157.116,1.76369,4.20099,203.89,274.945,233,211,0,19,0.524775,0.455724,0.969762,4627.4,9200.87,img_48e8112988b931da208a71d3,167.587,114.572,255,0.225156,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.629,-11.152,0.405,570,453,215,178,104,262,178,0,0.595455,0.392936,2,165,166.51,157.231,1.81846,4.35103,203.872,273.979,233,207,0,13,0.529545,0.456954,0.98234,4507.7,9478.17,img_fe23bdc2249b367294f2ad0b,166.494,110.457,255,0.227402,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.473,-11.145,0.403,570,464,225,201,117,255,201,0,0.559211,0.43319,2,178,168.51,156.999,1.52335,4.39464,202.002,268.714,231,225,0,8,0.506579,0.484914,0.982759,4480.77,9011.26,img_48e8112988b931da208a71d3,167.692,93.4404,255,0.2336,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.405,-11.111,0.405,572,465,224,198,116,258,202,0,0.56087,0.434409,2,178,169.01,156.913,1.4773,4.39259,204.01,269.829,233,227,0,5,0.506522,0.488172,0.982796,4589.54,9162.46,img_39a2d47accaabf667edfaff8,169.398,93.198,255,0.226383,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.399,-11.105,0.405,572,465,219,195,113,258,199,0,0.564551,0.427957,2,175,169.01,156.903,1.47294,4.41408,202.995,268.04,233,224,0,8,0.509847,0.48172,0.972043,4568.51,9175.15,img_39a2d47accaabf667edfaff8,169.927,93.198,255,0.227312,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.518,-11.088,0.404,570,463,217,187,115,267,188,0,0.586813,0.406048,2,170,166.01,157.178,1.53806,4.19482,206.671,279.092,237,218,0,8,0.520879,0.470842,0.969762,4689.22,9338.47,img_48e8112988b931da208a71d3,167.32,113.434,255,0.225672,0
outdoor_gravel_Tile_0,Tile_0,provisional,8.463,-11.077,0.404,572,465,219,193,115,263,195,0,0.574236,0.419355,2,172,167.51,157.107,1.5043,4.21696,205.123,275.849,237,221,0,7,0.517467,0.475269,0.972043,4626.56,9123.31,img_48e8112988b931da208a71d3,168.829,109.459,255,0.226452,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.387,-10.842,0.404,577,454,194,180,114,269,180,0,0.599109,0.396476,2,157,170.51,157.327,1.44479,3.9692,225.688,295.632,255,194,0,5,0.567929,0.427313,0.982379,4556.51,9402,img_fe23bdc2249b367294f2ad0b,139.341,102.124,255,0.236392,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.499,-10.837,0.403,574,452,191,174,115,269,177,0,0.603139,0.391593,2,153,169.01,155.943,1.42367,3.90786,229.324,309.837,252,194,0,6,0.565022,0.429204,0.975664,4666.06,9421.69,img_fe23bdc2249b367294f2ad0b,138.952,101.293,255,0.241215,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.472,-10.833,0.405,574,453,193,181,116,264,182,0,0.591928,0.401766,2,159,170.51,157.916,1.42817,3.95508,226.325,294.493,252,194,0,7,0.565022,0.428256,0.975717,4592.87,9388.05,img_fe23bdc2249b367294f2ad0b,137.797,101.304,255,0.240893,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.385,-10.83,0.405,577,455,195,178,110,265,179,0,0.596847,0.393407,2,155,170.51,157.316,1.44848,4.06609,220.773,282.874,253,191,0,11,0.56982,0.41978,0.98022,4562.85,9426.49,img_fe23bdc2249b367294f2ad0b,139.317,102.312,255,0.238422,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.482,-10.779,0.403,574,453,192,176,112,265,176,0,0.600907,0.388521,2,155,169.51,156.531,1.44777,3.94819,228.287,295.005,251,190,0,12,0.569161,0.419426,0.975717,4635.79,9332.81,img_fe23bdc2249b367294f2ad0b,139.536,100.379,255,0.239064,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.477,-10.764,0.404,574,452,192,175,110,264,176,0,0.6,0.389381,2,154,169.51,156.496,1.60915,3.95964,223.754,289.24,251,189,0,12,0.570455,0.418142,0.977876,4615.98,9379.4,img_fe23bdc2249b367294f2ad0b,139.638,99.9314,255,0.239954,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.489,-10.756,0.403,574,452,192,176,110,264,177,0,0.598639,0.391593,2,155,170.51,157.942,1.61344,3.97614,222.84,287.708,252,189,0,11,0.571429,0.418142,0.977876,4608.38,9479.44,img_fe23bdc2249b367294f2ad0b,139.658,99.385,255,0.237137,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.296,-10.74,0.405,578,455,195,183,111,261,184,0,0.586517,0.404396,2,161,171.01,157.451,1.64695,4.15757,219.367,277.219,252,193,0,10,0.566292,0.424176,0.975824,4609.95,9390.04,img_51866d14b07dd3ca601a1cde,142.574,100.962,255,0.23317,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.447,-10.734,0.405,576,454,193,183,112,263,184,0,0.588367,0.405286,2,160,171.51,159.352,1.4432,3.98464,220.94,285.687,253,194,0,7,0.565996,0.427313,0.977974,4621.04,9598.08,img_fe23bdc2249b367294f2ad0b,139.593,99.2031,255,0.236384,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.478,-10.734,0.404,574,452,191,178,113,268,179,0,0.599553,0.396018,2,157,169.51,156.472,1.43292,3.94517,230.633,292.72,255,192,0,5,0.57047,0.424779,0.977876,4668.85,9638.71,img_fe23bdc2249b367294f2ad0b,139.875,97.5359,255,0.234401,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.206,-10.725,0.404,576,455,195,185,113,264,185,0,0.587973,0.406593,2,163,170.51,155.888,1.5488,4.00141,221.487,281.923,253,196,0,6,0.563474,0.430769,0.98022,4665.08,9408.7,img_51866d14b07dd3ca601a1cde,145.488,102.148,255,0.224616,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.481,-10.698,0.401,575,453,188,175,108,271,177,0,0.604911,0.390728,2,156,169.51,156.41,1.4312,3.92944,231.009,289.721,258,190,0,5,0.575893,0.419426,0.980132,4673.4,9799.9,img_fe23bdc2249b367294f2ad0b,140.591,97.8362,255,0.229469,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.316,-10.692,0.403,577,453,195,180,105,263,180,0,0.593679,0.397351,2,158,170.51,156.67,1.5215,4.2968,211.641,273.943,253,190,0,10,0.571106,0.419426,0.98234,4588.19,9474.71,img_fe23bdc2249b367294f2ad0b,142.147,100.244,255,0.231781,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.357,-10.694,0.404,576,454,195,180,104,262,180,0,0.59276,0.396476,2,159,171.51,158.778,1.66324,4.32516,209.344,271.414,253,189,0,12,0.572398,0.4163,0.977974,4573.98,9447.18,img_fe23bdc2249b367294f2ad0b,140.885,101.07,255,0.235606,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.321,-10.684,0.404,577,455,194,180,105,263,182,0,0.591011,0.4,2,159,170.51,156.713,1.67497,4.30238,211.518,273.28,253,192,0,10,0.568539,0.421978,0.975824,4613.07,9464.49,img_fe23bdc2249b367294f2ad0b,142.015,100.244,255,0.233195,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.18,-10.654,0.402,577,455,195,184,109,265,185,0,0.588889,0.406593,2,162,170.51,155.575,1.55864,4.07283,220.619,280.286,254,196,0,5,0.564444,0.430769,0.973626,4648.1,9341.52,img_fe23bdc2249b367294f2ad0b,146.71,104.706,255,0.219999,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.182,-10.642,0.4,576,456,199,184,109,265,185,0,0.588889,0.405702,2,162,170.51,155.551,1.55879,4.08797,219.833,279.106,250,200,0,6,0.555556,0.438596,0.971491,4654.18,9361.62,img_fe23bdc2249b367294f2ad0b,147.417,103.204,255,0.220179,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.224,-10.632,0.401,576,458,197,185,109,261,186,0,0.583893,0.406114,2,164,170.51,155.891,1.5364,4.09241,217.657,275.355,249,198,0,11,0.557047,0.432314,0.973799,4630.32,9437.58,img_fe23bdc2249b367294f2ad0b,146.217,100.228,255,0.225306,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.393,-10.633,0.401,575,452,194,180,108,267,181,0,0.595982,0.400442,2,161,171.51,158.937,1.46046,4.11518,216.875,276.414,253,195,0,4,0.564732,0.431416,0.982301,4694.95,9769.35,img_fe23bdc2249b367294f2ad0b,141.283,97.5483,255,0.2338,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.263,-10.628,0.402,577,459,193,182,105,263,184,0,0.588367,0.400871,2,163,170.51,156.203,1.51652,4.24527,213.104,273.108,252,195,0,12,0.563758,0.424837,0.965142,4599.25,9465.36,img_fe23bdc2249b367294f2ad0b,144.835,99.9355,255,0.227838,0
outdoor_gravel_Tile_0,Tile_0,provisional,9.37,-10.621,0.403,575,453,193,178,107,268,178,0,0.600897,0.392936,2,160,169.51,155.496,1.46768,4.09848,216.303,275.833,253,193,0,7,0.567265,0.426049,0.977925,4685.48,9801.86,img_fe23bdc2249b367294f2ad0b,141.871,97.8474,255,0.232911,0
